id,title,outcome,featureArea,wave,targetRelease,dependsOn,acceptance,sourceRefs,decisionRefs,riskEvidenceNeeds,status,evidenceRefs,platformId
RC-W17-T04,Challenge precision and invalid numerical states,Researchers can challenge precision and invalid numerical states.,numerical generality,17,long-term,"[""RC-W17-T01""]","Ill-conditioned cases, overflow, non-finite values and infeasible proposals fail appropriately with retained diagnostics.","[""RC-015""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_d940fb9ac38ad709ebc1fd546671ebbd
RC-W17-T05,Implement the second numerical adapter contract,Researchers can implement the second numerical adapter contract.,numerical generality,17,long-term,"[""RC-W17-T01""]",The distinct benchmark uses shared run/evaluate/reproduce interfaces without custom coordinator authority or generic-score shortcuts.,"[""RC-015""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_8d9b237377214cceb320757cc25f22a3
RC-W17-T06,Run matched numerical solver comparisons,Researchers can run matched numerical solver comparisons.,numerical generality,17,long-term,"[""RC-W17-T01""]",Transparent baselines and candidates consume the frozen comparable budget and retain full convergence histories and failures.,"[""RC-015""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_15870d121189f99a790f7228dbfe880a
RC-W17-T07,Reproduce a numerical claim independently,Researchers can reproduce a numerical claim independently.,numerical generality,17,long-term,"[""RC-W17-T01""]",A clean worker obtains the benchmark observation within justified tolerance and distinguishes model applicability from numerical correctness.,"[""RC-015""]","[""OWNER-LAUNCH-2026-09-07""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,PLANNED,[],tsk_9d9a9efa47a0f11f99b1d756f7c10b30
RC-W17-T08,Assess actual adapter generality,Researchers can assess actual adapter generality.,numerical generality,17,long-term,"[""RC-W14-T07"", ""RC-W17-T01"", ""RC-W17-T02"", ""RC-W17-T03"", ""RC-W17-T04"", ""RC-W17-T05"", ""RC-W17-T06"", ""RC-W17-T07""]",Training and distinct numerical evidence demonstrate which contracts transfer and which remain domain-specific; no fixture-only generality claim passes.,"[""RC-015""]","[""OWNER-LAUNCH-2026-09-07""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,PLANNED,[],tsk_1cb23801bd65900efdf9143901ad65b4
RC-W18-T01,Version source records and retrieval evidence,Researchers can version source records and retrieval evidence.,research memory,18,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08""]","Source locator, revision, rights and bounded use remain immutable and resolve from every citation-bearing record.","[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_388289b60a9b903cb536c43eb4e86ecb
RC-W18-T02,Track question and hypothesis revision chains,Researchers can track question and hypothesis revision chains.,research memory,18,long-term,"[""RC-W18-T01""]",Superseded questions and post-result hypotheses retain predecessor links and cannot be backdated into accepted studies.,"[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_46f2cea868066ffadd478fe42fc7f08f
RC-W18-T03,Represent support and contradiction explicitly,Researchers can represent support and contradiction explicitly.,research memory,18,long-term,"[""RC-W18-T01""]","Claims link separate supporting, contradicting and missing evidence edges with inspectable scientific semantics.","[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_6d1dbef096b2f9897ad2ab6f9ec4b165
RC-W18-T04,Reject stale evidence reuse,Researchers can reject stale evidence reuse.,research memory,18,long-term,"[""RC-W18-T01""]","A changed source, study or evaluator marks dependent claims stale until reviewed; old accepted records remain preserved.","[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_6174695e1b770011ef89e1f1795bc9c9
RC-W18-T05,Validate citation identity and coverage,Researchers can validate citation identity and coverage.,research memory,18,long-term,"[""RC-W18-T01""]","Missing, mismatched or out-of-scope source references are rejected while unsupported interpretation remains visibly unverified.","[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_c3d1b113bd61210cf58edb0326bee8ac
RC-W18-T06,Traverse the complete question-to-claim lineage,Researchers can traverse the complete question-to-claim lineage.,research memory,18,long-term,"[""RC-W18-T01""]","Readers can retrieve every relevant study, outcome and reproduction from a question without dropping failed branches.","[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_64db3adbcca764368e893b0f8f394387
RC-W18-T07,Represent retractions and corrections without erasure,Researchers can represent retractions and corrections without erasure.,research memory,18,long-term,"[""RC-W18-T01""]",Corrections append new records and affected-claim notices while historical claims and evidence remain inspectable.,"[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_794e3f0d3162c0ed41ca7b498c9933bf
RC-W18-T08,Export portable provenance semantics,Researchers can export portable provenance semantics.,research memory,18,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08"", ""RC-W18-T01"", ""RC-W18-T02"", ""RC-W18-T03"", ""RC-W18-T04"", ""RC-W18-T05"", ""RC-W18-T06"", ""RC-W18-T07""]",A versioned graph export maps entity/activity/derivation relationships without pretending generic provenance proves scientific support.,"[""RC-016""]","[""OWNER-LAUNCH-2026-09-07""]","Graph completeness, stale citations and semantic overreach require invalid-edge probes and independent record inspection.",PLANNED,[],tsk_0cd59524206d0bc3f7b078a90ab9e602
RC-W19-T01,Declare multi-hypothesis resource ceilings,Researchers can declare multi-hypothesis resource ceilings.,campaign allocation,19,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08""]","Campaigns define finite trial, time, storage, evaluator, inference and monetary pools with independently reserved confirmation/reproduction.","[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_c6e0c96188b75100943535a6e60835c2
RC-W19-T02,Implement a simple allocation baseline,Researchers can implement a simple allocation baseline.,campaign allocation,19,long-term,"[""RC-W19-T01""]",Fixed round-robin or random allocation produces replayable decisions under the same resource accounting as proposed policies.,"[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_a87eb27970689f6ebc4ba8d02e681872
RC-W19-T03,Guarantee a bounded exploration floor,Researchers can guarantee a bounded exploration floor.,campaign allocation,19,long-term,"[""RC-W19-T01""]",Each eligible hypothesis receives the registered minimum opportunity; starvation and ineligible-work cases have explicit tested outcomes.,"[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_d438f0d0004f97f39eaf0dc541540623
RC-W19-T04,Make multi-resource reservations atomic,Researchers can make multi-resource reservations atomic.,campaign allocation,19,long-term,"[""RC-W19-T01""]",Concurrent admissions cannot exceed any approved pool; partial allocation failures roll back authority without hiding costs.,"[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_2ffd9d11c54a840bd33eec62c70644b9
RC-W19-T05,Explain every allocation and stop decision,Researchers can explain every allocation and stop decision.,campaign allocation,19,long-term,"[""RC-W19-T01""]","Ledger entries identify policy revision, input evidence, remaining resources and PASS/REDIRECT/DESCOPE/HOLD/TERMINATE rationale.","[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_6d6e3159b79170b9e04eb2f4c2de8d55
RC-W19-T06,Prevent policy-driven authority expansion,Researchers can prevent policy-driven authority expansion.,campaign allocation,19,long-term,"[""RC-W19-T01""]","Allocation proposals cannot add money, confirmation access, domains or workers beyond the accepted campaign envelope.","[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_97043be88ead7c973ed9a3fdb963f99e
RC-W19-T07,Evaluate an adaptive allocation option,Researchers can evaluate an adaptive allocation option.,campaign allocation,19,exploratory,"[""RC-W19-T01""]",A separately approved successive-halving or bandit experiment faces equal-cost simple allocation on fresh campaigns; adoption is conditional on evidence.,"[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_20a9e6ce8ac4a57b9f802733239174b5
RC-W19-T08,Reconcile cancellation and exhaustion across hypotheses,Researchers can reconcile cancellation and exhaustion across hypotheses.,campaign allocation,19,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08"", ""RC-W19-T01"", ""RC-W19-T02"", ""RC-W19-T03"", ""RC-W19-T04"", ""RC-W19-T05"", ""RC-W19-T06"", ""RC-W19-T07""]",Cancellation releases unused reservations while preserving consumption; total exhaustion yields one finite terminal campaign outcome.,"[""RC-017""]","[""OWNER-LAUNCH-2026-09-07""]","Adaptive allocation is a proposed experiment, not promised advantage; resource accounting and starvation controls are load-bearing.",PLANNED,[],tsk_d129b662e8ccd5547256c46bf5490f51
RC-W20-T01,Register an orchestration-policy hypothesis,Researchers can register an orchestration-policy hypothesis.,research policy evaluation,20,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08"", ""RC-W19-T08""]","The proposed scheduler or research-policy change names expected effect, mechanism, cost model and falsifier before evaluation.","[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_6cf697d7ef0638d9482e2093c7995cec
RC-W20-T02,Freeze untouched policy-evaluation campaigns,Researchers can freeze untouched policy-evaluation campaigns.,research policy evaluation,20,long-term,"[""RC-W20-T01""]",Evaluation questions and conditions are selected independently of development feedback with recorded contamination checks.,"[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_1d3bf554197523dd17df8a3507ea7bdb
RC-W20-T03,Meter orchestration overhead completely,Researchers can meter orchestration overhead completely.,research policy evaluation,20,long-term,"[""RC-W20-T01""]","Planning, proposal, scheduling and failed-run overhead join experiment costs; hidden agent time cannot create apparent efficiency gains.","[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_262682651c1f0269fcee4cb7f94010bc
RC-W20-T04,Execute paired policy and simple-baseline campaigns,Researchers can execute paired policy and simple-baseline campaigns.,research policy evaluation,20,long-term,"[""RC-W20-T01""]",Both policies receive the same approved authority and compatible tasks with retained per-campaign outcomes.,"[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_33f0b06e94614900b8112c6c60af8e2d
RC-W20-T05,Keep policy experiments outside active authority,Researchers can keep policy experiments outside active authority.,research policy evaluation,20,long-term,"[""RC-W20-T01""]","Experimental policy code cannot mutate the accepted coordinator, evaluator or historical records while proposing decisions.","[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_3bd28eeef6cb34483762b3f5207e7ac8
RC-W20-T06,Analyze failures and sensitivity across campaigns,Researchers can analyze failures and sensitivity across campaigns.,research policy evaluation,20,long-term,"[""RC-W20-T01""]","Null effects, budget overruns and domain-specific reversals remain visible rather than pooling only successful campaigns.","[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_9dc9223ebebe79d3e3303b77d297b6bf
RC-W20-T07,Require evidence before policy adoption,Researchers can require evidence before policy adoption.,research policy evaluation,20,long-term,"[""RC-W15-T08"", ""RC-W16-T08"", ""RC-W17-T08"", ""RC-W19-T08"", ""RC-W20-T01"", ""RC-W20-T02"", ""RC-W20-T03"", ""RC-W20-T04"", ""RC-W20-T05"", ""RC-W20-T06""]","A reviewed result, bounded scope and rollback decision are recorded; a policy cannot deploy itself based on its own prose.","[""RC-018""]","[""OWNER-LAUNCH-2026-09-07""]",Fresh evaluation and independent adoption review prevent recursive self-promotion; no unbounded self-improvement is authorized.,PLANNED,[],tsk_844d9102cbcd87866f23d65f8bd8f5be
RC-W21-T01,Bind reproduction to an explicit claim contract,Researchers can bind reproduction to an explicit claim contract.,reproduction governance,21,long-term,"[""RC-W12-T07"", ""RC-W18-T08"", ""RC-W20-T07""]","Each request names source artifacts, target observation, tolerance, allowed deviations and finite independent resources.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_dc39a8c5654aa7cc2c2c801ef3f1d4f6
RC-W21-T02,Prepare producer-independent environments,Researchers can prepare producer-independent environments.,reproduction governance,21,long-term,"[""RC-W21-T01""]","Reproduction workers lack producer caches, conversation and credentials while retaining only lawful declared inputs.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",PLANNED,[],tsk_6669d9b35fffc0e4c69e869d48a8c97b
RC-W21-T03,Separate reproduction from new-condition replication,Researchers can separate reproduction from new-condition replication.,reproduction governance,21,long-term,"[""RC-W21-T01""]","Record type, changed conditions and interpretation limits make same-artifact reruns distinguishable from replication studies.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",PLANNED,[],tsk_c7c8a3c25224c47403da10ea0b9e4f39
RC-W21-T04,Record reproducibility obstacles without silent repairs,Researchers can record reproducibility obstacles without silent repairs.,reproduction governance,21,long-term,"[""RC-W21-T01""]","Missing dependencies, incompatible hardware and ambiguous instructions produce durable unsuccessful observations and proposed corrections.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_409fbede4c3a536e5615fd30bde1fb8e
RC-W21-T05,Meter reproduction attempts independently,Researchers can meter reproduction attempts independently.,reproduction governance,21,long-term,"[""RC-W21-T01""]",Failed reruns and retries remain in their own finite resource ledger and cannot borrow exploration or publication authority.,"[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_4ed82039227da2fbde23a4b86365bcf0
RC-W21-T06,Verify reproduction provenance and artifact identity,Researchers can verify reproduction provenance and artifact identity.,reproduction governance,21,long-term,"[""RC-W21-T01""]","Inputs, code, environment and evaluator identity match the declared contract; mismatches prevent a reproduced status.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_f039df4024f49bab937d4fff4096703d
RC-W21-T07,Review discrepancies and claim consequences,Researchers can review discrepancies and claim consequences.,reproduction governance,21,long-term,"[""RC-W21-T01""]","Independent observations link to supported, weakened or contradicted claims without overwriting original numerical results.","[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",PLANNED,[],tsk_a965db12d4f55e8159bb8cc8bc7cd2aa
RC-W21-T08,Provide an external reproduction handoff,Researchers can provide an external reproduction handoff.,reproduction governance,21,long-term,"[""RC-W12-T07"", ""RC-W18-T08"", ""RC-W20-T07"", ""RC-W21-T01"", ""RC-W21-T02"", ""RC-W21-T03"", ""RC-W21-T04"", ""RC-W21-T05"", ""RC-W21-T06"", ""RC-W21-T07""]",Another researcher can execute the permitted protocol and report an observation without private access or original author assistance.,"[""RC-010"", ""RC-021""]","[""OWNER-LAUNCH-2026-09-07""]","An agent rerun is runtime evidence, not fabricated human or external validation; source of every observation must be recorded.",PLANNED,[],tsk_818ba18131149e95d35d0741493b3d0c
RC-W22-T01,Navigate question-to-evidence lineage,Researchers can navigate question-to-evidence lineage.,accessible workbench,22,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07""]","A reader can move from a question to all hypotheses, trials, failures and claims with stable addressable selections.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_d1d4e767b9a493e6cc248258c9346078
RC-W22-T02,Inspect full resource and outcome totals,Researchers can inspect full resource and outcome totals.,accessible workbench,22,long-term,"[""RC-W22-T01""]","Visible arm/phase totals reconcile to the ledger and expose retry costs, invalid results and pending evidence.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_da170779e07fb3294dc3a2e3a83e7dc7
RC-W22-T03,Interrupt a campaign with clear authority,Researchers can interrupt a campaign with clear authority.,accessible workbench,22,long-term,"[""RC-W22-T01""]","An authorized stop action states scope, records the request and shows eventual cancellation/recovery rather than claiming instant termination.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,PLANNED,[],tsk_595faa076627561d691192b150963cba
RC-W22-T04,Expose stale and contradictory evidence,Researchers can expose stale and contradictory evidence.,accessible workbench,22,long-term,"[""RC-W22-T01""]","Claims show contamination, supersession and contradiction beside support so a success-only view cannot conceal them.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,PLANNED,[],tsk_478a5fdc23ac47972d2b5ef41fbea1a0
RC-W22-T05,Support keyboard and assistive navigation,Researchers can support keyboard and assistive navigation.,accessible workbench,22,long-term,"[""RC-W22-T01""]","Keyboard focus, names, status announcements and reading order complete inspection and stop flows with recorded manual observations.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_6b97871b3ca8e9a92581d87e79812be2
RC-W22-T06,Remain usable under narrow layouts and zoom,Researchers can remain usable under narrow layouts and zoom.,accessible workbench,22,long-term,"[""RC-W22-T01""]","Core tables/lineage retain labels and navigation at narrow width and zoom without relying on color, hover or animation.","[""RC-019""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_df0a98b7c6e5b7e1cca8861d6ce1589e
RC-W22-T07,Recover from missing or corrupt artifacts visibly,Researchers can recover from missing or corrupt artifacts visibly.,accessible workbench,22,long-term,"[""RC-W22-T01""]",The interface identifies unavailable evidence and offers safe retry/export diagnostics without inventing a completed state.,"[""RC-019""]","[""OWNER-LAUNCH-2026-09-07""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,PLANNED,[],tsk_02ca584c50836e66464eacb8d3d308ef
RC-W22-T08,Export the inspected campaign consistently,Researchers can export the inspected campaign consistently.,accessible workbench,22,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07"", ""RC-W22-T01"", ""RC-W22-T02"", ""RC-W22-T03"", ""RC-W22-T04"", ""RC-W22-T05"", ""RC-W22-T06"", ""RC-W22-T07""]",Workbench export uses the same complete versioned bundle as the CLI and reports exactly which evidence and limitations are included.,"[""RC-019""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",A usable workbench needs actual interaction and accessibility observations; static screenshots are insufficient.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_0c0b6edbe2da5de9d149a44e05a060f7
RC-W23-T01,Approve a measured remote execution need,Researchers can approve a measured remote execution need.,remote execution,23,long-term,"[""RC-W18-T08"", ""RC-W19-T08"", ""RC-W20-T07"", ""RC-W07-T10""]","Queue/resource evidence, exact supported environment and allocated cost justify one bounded remote topology before provisioning.","[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_61d926a9469c4532bc11ee9e213879d3
RC-W23-T02,Issue revocable job-scoped identities,Researchers can issue revocable job-scoped identities.,remote execution,23,long-term,"[""RC-W23-T01""]",A worker can access only its accepted job and permitted artifacts; personal credentials and unrelated projects are not inherited.,"[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_a19fa4086e6c135573ca2f5fae3d0fbc
RC-W23-T03,Authenticate immutable trial admission,Researchers can authenticate immutable trial admission.,remote execution,23,long-term,"[""RC-W23-T01""]","Remote execution verifies trial, study, adapter and resource authority; altered or replayed jobs are rejected.","[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_86464b173deea9126bf3b0c093c10aaa
RC-W23-T04,Enforce remote isolation and budgets,Researchers can enforce remote isolation and budgets.,remote execution,23,long-term,"[""RC-W23-T01""]",The supported remote platform reproduces containment denials and hard resource limits independently of coordinator trust.,"[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_5640539eebf5e74032b422c925deb632
RC-W23-T05,Handle partitions with lease fencing,Researchers can handle partitions with lease fencing.,remote execution,23,long-term,"[""RC-W23-T01""]",Disconnects and delayed results cannot create duplicate terminal records or stale authority; consumed cost survives reconciliation.,"[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_c268a368febdcab8b6106e8b80389ff3
RC-W23-T06,Verify remote process-tree cancellation,Researchers can verify remote process-tree cancellation.,remote execution,23,long-term,"[""RC-W23-T01""]",Revocation and cancellation terminate work within the declared timeout and retain diagnostics even after coordinator interruption.,"[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_f7b18124b00758cf1abcd1f7a390171b
RC-W23-T07,Transfer artifacts with integrity and rights checks,Researchers can transfer artifacts with integrity and rights checks.,remote execution,23,long-term,"[""RC-W23-T01""]","Partial, tampered or disallowed artifacts fail before completed publication and cannot expose unrelated data.","[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_24ccdde7dd9bbddceb8f032964457544
RC-W23-T08,Reconcile aggregate worker costs,Researchers can reconcile aggregate worker costs.,remote execution,23,long-term,"[""RC-W23-T01""]",Local and remote reservations and actual usage stay within campaign ceilings after concurrent failures or retries.,"[""RC-020""]","[""OWNER-LAUNCH-2026-09-07""]",Requires explicit infrastructure/spend allocation and real remote failure evidence; no public VPS exposure is implied.,PLANNED,[],tsk_d57eb0fdd258e7d7274d2820685c4332
